"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	35	9489217	0.4
	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	39	9536193	0.4
	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	42	9581261	0.4
	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	51	9611513	0.5
	"Glottis - Malignant neoplasms"	"C32.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	18	9536193	Unreliable
	"Supraglottis - Malignant neoplasms"	"C32.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	11	9489217	Unreliable
	"Supraglottis - Malignant neoplasms"	"C32.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	11	9536193	Unreliable
	"Supraglottis - Malignant neoplasms"	"C32.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	11	9581261	Unreliable
	"Supraglottis - Malignant neoplasms"	"C32.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	12	9611513	Unreliable
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	61	10033393	0.6
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	41	10081044	0.4
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	44	10114934	0.4
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	43	10164966	0.4
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	44	10184278	0.4
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	176	9431804	1.9
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	171	9489217	1.8
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	193	9536193	2.0
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	181	9581261	1.9
	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	145	9611513	1.5
	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	21	9431804	0.2
	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	17	9489217	Unreliable
	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	13	9489217	Unreliable
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	4367	10033393	43.5
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	4313	10081044	42.8
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	4375	10114934	43.3
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	4091	10164966	40.2
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	4126	10184278	40.5
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	4659	9431804	49.4
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	4849	9489217	51.1
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	4674	9536193	49.0
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	4450	9581261	46.4
	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	4402	9611513	45.8
	"Malignant neoplasm of thymus"	"C37"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Malignant neoplasm of thymus"	"C37"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	12	10164966	Unreliable
	"Malignant neoplasm of thymus"	"C37"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	11	9431804	Unreliable
	"Malignant neoplasm of thymus"	"C37"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	17	9489217	Unreliable
	"Malignant neoplasm of thymus"	"C37"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	11	9581261	Unreliable
	"Malignant neoplasm of thymus"	"C37"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	13	9611513	Unreliable
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	19	10033393	Unreliable
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	30	10081044	0.3
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	23	10114934	0.2
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	35	10164966	0.3
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	24	10184278	0.2
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	32	9431804	0.3
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	33	9489217	0.3
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	34	9536193	0.4
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	30	9581261	0.3
	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	35	9611513	0.4
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	171	10033393	1.7
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	213	10081044	2.1
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	172	10114934	1.7
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	161	10164966	1.6
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	139	10184278	1.4
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	295	9431804	3.1
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	320	9489217	3.4
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	327	9536193	3.4
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	289	9581261	3.0
	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	243	9611513	2.5
	"Skin of other and unspecified parts of face - Malignant neoplasms"	"C44.3"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	14	10081044	Unreliable
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	18	10114934	Unreliable
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	13	10184278	Unreliable
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	34	9431804	0.4
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	34	9489217	0.4
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	40	9536193	0.4
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	46	9581261	0.5
	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	48	9611513	0.5
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	24	10033393	0.2
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	28	10081044	0.3
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	30	10114934	0.3
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	25	10164966	0.2
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	34	10184278	0.3
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	55	9431804	0.6
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	67	9489217	0.7
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	49	9536193	0.5
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	55	9581261	0.6
	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	67	9611513	0.7
	"Mesothelioma of pleura - Malignant neoplasms"	"C45.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Mesothelioma of other sites - Malignant neoplasms"	"C45.7"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	13	9431804	Unreliable
	"Mesothelioma of other sites - Malignant neoplasms"	"C45.7"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	14	9581261	Unreliable
	"Mesothelioma of other sites - Malignant neoplasms"	"C45.7"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	33	10081044	0.3
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	19	10114934	Unreliable
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	26	10164966	0.3
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	17	10184278	Unreliable
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	94	9431804	1.0
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	89	9489217	0.9
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	90	9536193	0.9
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	76	9581261	0.8
	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	82	9611513	0.9
	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	47	10033393	0.5
	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	25	10081044	0.2
	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	38	10114934	0.4
	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	36	10164966	0.4
	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	41	10184278	0.4
	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	13	10164966	Unreliable
	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	14	9431804	Unreliable
	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	11	10184278	Unreliable
	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	11	9431804	Unreliable
	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	16	9581261	Unreliable
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	107	10033393	1.1
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	114	10081044	1.1
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	105	10114934	1.0
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	117	10164966	1.2
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	104	10184278	1.0
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	102	9431804	1.1
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	115	9489217	1.2
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	120	9536193	1.3
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	137	9581261	1.4
	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	124	9611513	1.3
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	2699	10033393	26.9
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	2633	10081044	26.1
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	2633	10114934	26.0
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	2500	10164966	24.6
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	2524	10184278	24.8
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	27	9431804	0.3
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	23	9489217	0.2
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	32	9536193	0.3
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	37	9581261	0.4
	"Breast, unspecified - Malignant neoplasms"	"C50.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	34	9611513	0.4
	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	68	10033393	0.7
	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	57	10081044	0.6
	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	67	10114934	0.7
	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	58	10164966	0.6
	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	70	10184278	0.7
	"Malignant neoplasm of vagina"	"C52"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Malignant neoplasm of vagina"	"C52"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	27	10081044	0.3
	"Malignant neoplasm of vagina"	"C52"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Malignant neoplasm of vagina"	"C52"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	20	10164966	0.2
	"Malignant neoplasm of vagina"	"C52"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	23	10184278	0.2
	"Endocervix - Malignant neoplasms"	"C53.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	13	10114934	Unreliable
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	278	10033393	2.8
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	292	10081044	2.9
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	274	10114934	2.7
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	291	10164966	2.9
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	245	10184278	2.4
	"Endometrium - Malignant neoplasms"	"C54.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	292	10033393	2.9
	"Endometrium - Malignant neoplasms"	"C54.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	277	10081044	2.7
	"Endometrium - Malignant neoplasms"	"C54.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	304	10114934	3.0
	"Endometrium - Malignant neoplasms"	"C54.1"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	275	10164966	2.7
	"Endometrium - Malignant neoplasms"	"C54.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	269	10184278	2.6
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	11	10164966	Unreliable
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	405	10033393	4.0
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	422	10081044	4.2
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	437	10114934	4.3
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	511	10164966	5.0
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	498	10184278	4.9
	"Malignant neoplasm of ovary"	"C56"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	969	10033393	9.7
	"Malignant neoplasm of ovary"	"C56"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	963	10081044	9.6
	"Malignant neoplasm of ovary"	"C56"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	994	10114934	9.8
	"Malignant neoplasm of ovary"	"C56"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	918	10164966	9.0
	"Malignant neoplasm of ovary"	"C56"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	922	10184278	9.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	31	10081044	0.3
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	22	10164966	0.2
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	35	10184278	0.3
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	13	10081044	Unreliable
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	20	10114934	0.2
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	20	10164966	0.2
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	20	10184278	0.2
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	21	9431804	0.2
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	15	9489217	Unreliable
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	19	9536193	Unreliable
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	16	9581261	Unreliable
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	27	9611513	0.3
	"Malignant neoplasm of prostate"	"C61"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	1760	9431804	18.7
	"Malignant neoplasm of prostate"	"C61"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	1658	9489217	17.5
	"Malignant neoplasm of prostate"	"C61"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	1637	9536193	17.2
	"Malignant neoplasm of prostate"	"C61"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	1748	9581261	18.2
	"Malignant neoplasm of prostate"	"C61"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	1654	9611513	17.2
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	21	9431804	0.2
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	20	9489217	0.2
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	17	9536193	Unreliable
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	19	9581261	Unreliable
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	19	9611513	Unreliable
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	268	10033393	2.7
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	260	10081044	2.6
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	246	10114934	2.4
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	252	10164966	2.5
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	267	10184278	2.6
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	439	9431804	4.7
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	479	9489217	5.0
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	432	9536193	4.5
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	441	9581261	4.6
	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	491	9611513	5.1
	"Malignant neoplasm of ureter"	"C66"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Malignant neoplasm of ureter"	"C66"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Malignant neoplasm of ureter"	"C66"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	12	9431804	Unreliable
